country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,policy_milestone
Egypt,Africa,Lower-middle,2014,97528655.0,1035721838706.0,171.24,170.56,0.14,1.03,14.76,13.59,0.0,156.48,0.082,0.601,8.619,91.381,8.619,591.86,0.53,366.7,-34.8,-0.6,
Egypt,Africa,Lower-middle,2015,99597334.0,1079611566322.0,181.83,181.14,0.04,1.89,15.61,13.68,0.0,166.22,0.022,1.039,8.585,91.415,8.585,592.26,0.87,-71.4,83.5,5.8,
Egypt,Africa,Lower-middle,2016,101644583.0,1121578599865.0,188.19,187.92,0.23,2.4,15.83,13.2,0.0,172.36,0.122,1.275,8.412,91.588,8.412,592.97,1.18,475.0,27.0,1.4,
Egypt,Africa,Lower-middle,2017,103696055.0,1158060486104.0,193.21,192.87,0.6,2.11,15.5,12.79,0.0,177.71,0.311,1.092,8.022,91.978,8.022,594.69,1.22,160.9,-12.1,-2.1,
Egypt,Africa,Lower-middle,2018,105682092.0,1220661740193.0,199.39,198.82,0.55,2.99,16.46,12.92,0.0,182.93,0.276,1.5,8.255,91.745,8.255,592.41,1.59,-8.3,41.7,6.2,
Egypt,Africa,Lower-middle,2019,107553159.0,1289253465646.0,200.57,199.78,1.49,4.98,19.59,13.12,0.0,180.98,0.743,2.483,9.767,90.233,9.767,582.49,2.91,170.9,66.6,19.0,
Egypt,Africa,Lower-middle,2020,109315118.0,1307778142529.0,198.6,197.18,4.45,5.23,23.76,14.08,0.0,174.84,2.241,2.633,11.964,88.036,11.964,569.08,4.36,198.7,5.0,21.3,
Egypt,Africa,Lower-middle,2021,110957005.0,1400985648780.0,209.66,208.19,4.97,5.49,25.36,14.9,0.0,184.3,2.371,2.619,12.096,87.904,12.096,568.06,4.71,11.7,5.0,6.7,
Egypt,Africa,Lower-middle,2022,112618252.0,1460427350416.0,216.72,215.15,5.0,5.9,25.61,14.71,0.0,191.11,2.307,2.722,11.817,88.183,11.817,570.04,4.9,0.6,7.5,1.0,42% renewables by 2035 target
Egypt,Africa,Lower-middle,2023,114535772.0,,221.92,220.53,4.93,5.99,25.97,15.05,0.0,195.95,2.222,2.699,11.702,88.298,11.702,571.29,4.91,-1.4,1.5,1.4,
Egypt,Africa,Lower-middle,2024,116538256.0,,237.39,235.99,6.07,6.14,26.58,14.37,0.0,210.81,2.557,2.586,11.197,88.803,11.197,574.5,5.49,23.1,2.5,2.3,
Egypt,Africa,Lower-middle,2025,118365995.0,,245.71,244.31,7.61,9.3,31.98,15.07,,213.73,3.097,3.785,13.015,86.985,13.015,563.23,7.61,25.4,51.5,20.3,
Finland,Europe,High,2000,5176197.0,169209765102.0,69.97,81.85,0.0,0.08,23.38,14.66,22.48,24.11,0.0,0.114,33.414,34.458,65.542,246.82,0.04,,,,
Finland,Europe,High,2001,5187970.0,173703951475.0,74.45,84.41,0.0,0.07,21.54,13.2,22.77,30.14,0.0,0.094,28.932,40.484,59.516,284.89,0.03,,-12.5,-7.9,
Finland,Europe,High,2002,5200548.0,176751491921.0,74.92,86.84,0.0,0.06,19.83,10.78,22.3,32.79,0.0,0.08,26.468,43.767,56.233,316.2,0.03,,-14.3,-7.9,
Finland,Europe,High,2003,5212958.0,180408462125.0,84.28,89.13,0.0,0.09,19.06,9.59,22.73,42.49,0.0,0.107,22.615,50.415,49.585,371.38,0.04,,50.0,-3.9,
Finland,Europe,High,2004,5228147.0,187633923914.0,85.84,90.71,0.0,0.12,25.63,15.07,22.72,37.49,0.0,0.14,29.858,43.674,56.326,325.37,0.05,,33.3,34.5,
Finland,Europe,High,2005,5246078.0,192990732516.0,70.56,87.57,0.0,0.17,23.46,13.78,23.27,23.83,0.0,0.241,33.248,33.773,66.227,230.87,0.08,,41.7,-8.5,
Finland,Europe,High,2006,5266248.0,200966858669.0,82.29,93.69,0.0,0.16,22.46,11.49,22.91,36.92,0.0,0.194,27.294,44.866,55.134,335.76,0.07,,-5.9,-4.3,
Finland,Europe,High,2007,5288715.0,211541390078.0,81.17,93.73,0.0,0.19,24.32,14.18,23.42,33.43,0.0,0.234,29.962,41.185,58.815,309.1,0.09,,18.8,8.3,
Finland,Europe,High,2008,5313379.0,213226105706.0,77.35,90.12,0.0,0.26,27.77,17.11,22.96,26.62,0.0,0.336,35.902,34.415,65.585,246.15,0.12,,36.8,14.2,
Finland,Europe,High,2009,5338854.0,195739132370.0,72.06,84.15,0.0,0.28,21.7,12.69,23.53,26.83,0.0,0.389,30.114,37.233,62.767,276.16,0.13,,7.7,-21.9,
Finland,Europe,High,2010,5363347.0,201746033638.0,80.64,91.14,0.0,0.29,24.18,12.92,22.8,33.66,0.0,0.36,29.985,41.741,58.259,314.86,0.13,,3.6,11.4,
Finland,Europe,High,2011,5388236.0,207084301562.0,73.5,87.35,0.01,0.48,24.18,12.45,23.19,26.13,0.014,0.653,32.898,35.551,64.449,268.16,0.22,inf,65.5,0.0,
Finland,Europe,High,2012,5413978.0,204190196792.0,70.41,87.85,0.01,0.49,28.56,16.86,22.99,18.86,0.014,0.696,40.562,26.786,73.214,215.17,0.22,0.0,2.1,18.1,
Finland,Europe,High,2013,5439057.0,202349011206.0,71.26,86.97,0.01,0.77,25.63,12.84,23.61,22.02,0.014,1.081,35.967,30.901,69.099,257.65,0.35,0.0,57.1,-10.3,
Finland,Europe,High,2014,5461686.0,201610622550.0,68.1,86.07,0.01,1.11,26.28,13.4,23.58,18.24,0.015,1.63,38.59,26.784,73.216,226.43,0.5,0.0,44.2,2.5,
Finland,Europe,High,2015,5479719.0,202706706722.0,68.61,84.95,0.01,2.33,30.53,16.77,23.25,14.83,0.015,3.396,44.498,21.615,78.385,182.04,1.05,0.0,109.9,16.2,
Finland,Europe,High,2016,5495468.0,208405735062.0,68.75,87.7,0.02,3.07,30.41,15.8,23.2,15.14,0.029,4.465,44.233,22.022,77.978,199.56,1.39,100.0,31.8,-0.4,
Finland,Europe,High,2017,5508398.0,215058877437.0,67.52,87.95,0.05,4.79,31.47,14.77,22.48,13.57,0.074,7.094,46.608,20.098,79.902,186.17,2.18,150.0,56.0,3.5,
Finland,Europe,High,2018,5515730.0,217509947213.0,70.23,90.17,0.09,5.84,32.14,13.3,22.79,15.3,0.128,8.316,45.764,21.786,78.214,193.37,2.67,80.0,21.9,2.1,
Finland,Europe,High,2019,5521754.0,220173891564.0,68.61,88.65,0.15,6.02,31.88,12.42,23.87,12.86,0.219,8.774,46.466,18.744,81.256,171.55,2.78,66.7,3.1,-0.8,
Finland,Europe,High,2020,5529616.0,214988893865.0,69.24,84.34,0.22,8.26,35.93,15.88,23.29,10.02,0.318,11.93,51.892,14.471,85.529,130.27,3.82,46.7,37.2,12.7,
Finland,Europe,High,2021,5541069.0,221538476826.0,72.11,89.88,0.3,8.51,38.18,15.79,23.6,10.33,0.416,11.801,52.947,14.325,85.675,135.63,3.96,36.4,3.0,6.3,
Finland,Europe,High,2022,5569300.0,226154847456.0,72.17,84.69,0.39,12.02,38.66,13.49,25.34,8.17,0.54,16.655,53.568,11.32,88.68,129.97,5.58,30.0,41.2,1.3,Carbon neutrality 2035 target
Finland,Europe,High,2023,5601185.0,,81.52,83.24,0.72,15.04,42.3,15.2,34.31,4.91,0.883,18.449,51.889,6.023,93.977,81.21,7.09,84.6,25.1,9.4,
Finland,Europe,High,2024,5617311.0,,82.55,85.73,0.94,20.48,46.11,14.3,32.6,3.84,1.139,24.809,55.857,4.652,95.348,66.63,9.64,30.6,36.2,9.0,
Finland,Europe,High,2025,5623328.0,,82.3,87.78,0.98,22.58,46.47,12.44,32.82,3.01,1.191,27.436,56.464,3.657,96.343,57.47,10.6,4.3,10.3,0.8,
France,Europe,High,2000,59483716.0,2031676031476.0,532.56,463.08,0.01,0.05,67.83,64.78,415.16,49.57,0.002,0.009,12.737,9.308,90.692,79.77,0.03,,,,
France,Europe,High,2001,59905131.0,2077786711965.0,542.6,474.21,0.01,0.13,76.09,72.62,421.08,45.43,0.002,0.024,14.023,8.373,91.627,68.63,0.06,0.0,160.0,12.2,
France,Europe,High,2002,60327247.0,2107316572579.0,551.24,474.21,0.01,0.27,62.69,58.88,436.76,51.79,0.002,0.049,11.373,9.395,90.605,75.21,0.13,0.0,107.7,-17.6,
France,Europe,High,2003,60741119.0,2130940712046.0,559.13,492.72,0.01,0.39,61.47,57.35,441.07,56.59,0.002,0.07,10.994,10.121,89.879,80.86,0.18,0.0,44.4,-1.9,
France,Europe,High,2004,61175244.0,2196883540402.0,566.3,504.39,0.01,0.59,62.42,58.04,448.24,55.64,0.002,0.104,11.022,9.825,90.175,77.19,0.27,0.0,51.3,1.5,
France,Europe,High,2005,61625031.0,2238790479440.0,569.14,508.81,0.01,0.96,54.98,50.14,451.53,62.63,0.002,0.169,9.66,11.004,88.996,85.53,0.44,0.0,62.7,-11.9,
France,Europe,High,2006,62049831.0,2297018080700.0,567.3,503.96,0.01,2.18,60.91,54.88,450.19,56.2,0.002,0.384,10.737,9.907,90.093,76.57,0.99,0.0,127.1,10.8,
France,Europe,High,2007,62432438.0,2354672057875.0,561.84,505.03,0.02,4.07,64.3,55.99,439.73,57.81,0.004,0.724,11.445,10.289,89.711,80.11,1.84,100.0,86.7,5.6,
France,Europe,High,2008,62780187.0,2362451821701.0,566.98,518.99,0.04,5.69,72.33,62.16,439.45,55.2,0.007,1.004,12.757,9.736,90.264,76.03,2.58,100.0,39.8,12.5,
France,Europe,High,2009,63106460.0,2295352990111.0,528.87,502.94,0.17,7.91,68.15,55.49,409.74,50.98,0.032,1.496,12.886,9.639,90.361,75.6,3.64,325.0,39.0,-5.8,
France,Europe,High,2010,63417366.0,2342490492199.0,562.36,531.65,0.62,9.94,76.68,61.2,428.52,57.16,0.11,1.768,13.635,10.164,89.836,78.56,4.75,264.7,25.7,12.5,
France,Europe,High,2011,63733776.0,2393401943613.0,567.65,511.24,2.33,12.37,66.02,45.74,442.39,59.24,0.41,2.179,11.63,10.436,89.564,74.62,6.62,275.8,24.4,-13.9,
France,Europe,High,2012,64058465.0,2400896391731.0,567.58,523.06,4.43,15.18,85.25,59.83,425.41,56.92,0.781,2.675,15.02,10.029,89.971,77.59,8.82,90.1,22.7,29.1,
France,Europe,High,2013,64387736.0,2414733629218.0,576.75,528.29,5.19,16.14,99.43,71.92,423.68,53.64,0.9,2.798,17.24,9.3,90.7,76.29,9.6,17.2,6.3,16.6,
France,Europe,High,2014,64692495.0,2437822780219.0,566.31,499.12,6.39,17.32,94.03,63.77,436.48,35.8,1.128,3.058,16.604,6.322,93.678,52.22,10.67,23.1,7.3,-5.4,
France,Europe,High,2015,64916337.0,2464953810985.0,574.14,510.08,7.75,21.42,91.84,55.56,437.43,44.87,1.35,3.731,15.996,7.815,92.185,59.17,13.13,21.3,23.7,-2.3,Energy Transition for Green Growth Act
France,Europe,High,2016,65086853.0,2491956183265.0,558.84,517.34,8.66,21.38,99.0,60.84,403.2,56.64,1.55,3.826,17.715,10.135,89.865,68.62,13.52,11.7,-0.2,7.8,
France,Europe,High,2017,65284775.0,2549057506683.0,555.74,515.61,8.87,24.61,91.91,50.0,398.36,65.47,1.596,4.428,16.538,11.781,88.219,78.31,15.07,2.4,15.1,-7.2,
France,Europe,High,2018,65519537.0,2596599107835.0,576.24,513.27,11.15,28.6,113.85,65.11,412.94,49.45,1.935,4.963,19.757,8.581,91.419,59.92,17.89,25.7,16.2,23.9,
France,Europe,High,2019,65729460.0,2644453795826.0,565.52,507.85,12.02,34.72,112.9,56.91,399.01,53.61,2.125,6.139,19.964,9.48,90.52,59.79,21.03,7.8,21.4,-0.8,
France,Europe,High,2020,65905273.0,2438594133224.0,527.25,482.21,13.09,40.05,125.03,62.52,353.83,48.39,2.483,7.596,23.714,9.178,90.822,59.08,23.91,8.9,15.4,10.7,
France,Europe,High,2021,66083547.0,2604822841790.0,550.31,505.42,15.28,37.12,122.1,59.54,379.36,48.85,2.777,6.745,22.187,8.877,91.123,59.8,23.58,16.7,-7.3,-2.3,
France,Europe,High,2022,66277412.0,2671568767031.0,468.45,483.39,19.34,38.2,113.37,45.56,294.73,60.35,4.129,8.155,24.201,12.883,87.117,78.54,25.89,26.6,2.9,-7.1,
France,Europe,High,2023,66438828.0,,518.75,468.28,22.59,50.48,139.49,55.9,338.2,41.06,4.355,9.731,26.89,7.915,92.085,53.26,32.88,16.8,32.1,23.0,Nuclear + renewables acceleration law
France,Europe,High,2024,66548532.0,,561.78,471.8,24.87,45.43,152.67,71.12,380.45,28.66,4.427,8.087,27.176,5.102,94.898,40.48,31.64,10.1,-10.0,9.4,
France,Europe,High,2025,66650804.0,,569.98,476.66,31.82,46.49,148.56,59.41,392.07,29.35,5.583,8.156,26.064,5.149,94.851,41.44,35.24,27.9,2.3,-2.7,
Germany,Europe,High,2000,81797255.0,2718560455818.0,568.95,572.01,0.0,9.35,35.41,21.73,169.61,363.93,0.0,1.643,6.224,63.965,36.035,573.16,4.21,,,,Renewable Energy Sources Act (EEG)
Germany,Europe,High,2001,81933882.0,2793373055251.0,578.94,582.6,0.1,10.46,37.88,22.73,171.3,369.76,0.017,1.807,6.543,63.868,36.132,565.48,4.75,inf,11.9,7.0,
Germany,Europe,High,2002,82068328.0,2822441773260.0,583.76,593.76,0.2,15.86,44.49,23.12,164.84,374.43,0.034,2.717,7.621,64.141,35.859,569.62,7.23,100.0,51.6,17.4,
Germany,Europe,High,2003,82111619.0,2831676106520.0,602.03,598.76,0.31,19.09,46.67,18.32,165.06,390.3,0.051,3.171,7.752,64.831,35.169,570.01,8.73,55.0,20.4,4.9,
Germany,Europe,High,2004,82092706.0,2894624877966.0,609.6,606.98,0.56,26.02,57.97,20.75,167.07,384.56,0.092,4.268,9.51,63.084,36.916,554.71,11.96,80.6,36.3,24.2,
Germany,Europe,High,2005,82046733.0,2945460930734.0,613.34,608.77,1.31,27.77,63.43,19.64,163.05,386.86,0.214,4.528,10.342,63.074,36.926,546.3,13.09,133.9,6.7,9.4,
Germany,Europe,High,2006,81701971.0,3086359147617.0,630.2,613.22,2.27,31.32,72.56,20.03,167.27,390.37,0.36,4.97,11.514,61.944,38.056,536.21,15.12,73.3,12.8,14.4,
Germany,Europe,High,2007,81298546.0,3220275669650.0,631.1,614.54,3.14,40.51,89.44,21.17,140.53,401.13,0.498,6.419,14.172,63.56,36.44,551.81,19.64,38.3,29.3,23.3,
Germany,Europe,High,2008,81110780.0,3289020399474.0,632.29,612.19,4.51,41.38,94.37,20.44,148.49,389.43,0.713,6.544,14.925,61.59,38.41,525.41,20.65,43.6,2.1,5.5,
Germany,Europe,High,2009,80935276.0,3136502162046.0,587.96,575.69,6.72,39.42,96.08,19.03,134.93,356.95,1.143,6.705,16.341,60.71,39.29,521.55,20.76,49.0,-4.7,1.8,
Germany,Europe,High,2010,80830916.0,3301123203586.0,624.21,609.26,11.96,38.55,105.41,20.95,140.56,378.24,1.916,6.176,16.887,60.595,39.405,516.65,22.73,78.0,-2.2,9.7,Energiewende policy launched
Germany,Europe,High,2011,80857877.0,3467712967640.0,605.0,601.23,19.99,49.86,124.43,17.67,107.97,372.6,3.304,8.241,20.567,61.587,38.413,529.67,31.43,67.1,29.3,18.0,
Germany,Europe,High,2012,80916391.0,3482225441398.0,619.81,599.27,26.74,51.68,143.4,21.75,99.46,376.95,4.314,8.338,23.136,60.817,39.183,534.16,35.29,33.8,3.7,15.2,
Germany,Europe,High,2013,81041581.0,3497463140441.0,629.69,597.5,30.62,52.74,151.95,23.0,97.29,380.45,4.863,8.376,24.131,60.419,39.581,538.04,37.51,14.5,2.1,6.0,
Germany,Europe,High,2014,81376078.0,3574741315261.0,618.75,584.87,35.45,58.5,161.93,19.59,97.13,359.69,5.729,9.455,26.171,58.132,41.868,521.68,42.28,15.8,10.9,6.6,
Germany,Europe,High,2015,82077546.0,3628073946157.0,639.17,590.89,38.08,80.62,188.14,18.98,91.79,359.24,5.958,12.613,29.435,56.204,43.796,503.59,53.42,7.4,37.8,16.2,
Germany,Europe,High,2016,82760102.0,3708979940863.0,641.52,591.0,37.56,79.92,189.13,20.55,84.63,367.76,5.855,12.458,29.482,57.326,42.674,498.3,52.87,-1.4,-0.9,0.5,
Germany,Europe,High,2017,83104010.0,3808389445530.0,644.46,592.0,38.76,105.69,215.68,20.15,76.32,352.46,6.014,16.4,33.467,54.691,45.309,469.71,65.0,3.2,32.2,14.0,
Germany,Europe,High,2018,83368507.0,3845758522294.0,632.28,583.54,44.32,109.95,222.93,17.69,76.0,333.35,7.01,17.389,35.258,52.722,47.278,454.55,69.42,14.3,4.0,3.4,
Germany,Europe,High,2019,83559184.0,3886392581475.0,600.09,567.42,45.22,125.89,241.17,19.73,75.07,283.85,7.536,20.979,40.189,47.301,52.699,392.51,77.0,2.0,14.5,8.2,
Germany,Europe,High,2020,83628711.0,3742721113842.0,566.75,547.72,49.5,132.11,251.49,18.72,64.38,250.88,8.734,23.31,44.374,44.266,55.734,355.61,81.72,9.5,4.9,4.3,
Germany,Europe,High,2021,83697080.0,3841041747482.0,578.83,560.25,49.34,114.16,232.5,19.66,69.13,277.2,8.524,19.723,40.167,47.89,52.11,394.64,73.58,-0.3,-13.6,-7.6,
Germany,Europe,High,2022,84086227.0,3909612753939.0,566.88,539.62,60.3,124.81,251.54,17.62,34.71,280.63,10.637,22.017,44.373,49.504,50.496,419.74,83.3,22.2,9.3,8.2,
Germany,Europe,High,2023,84548233.0,,506.72,515.94,63.87,140.54,277.1,21.24,7.22,222.4,12.605,27.735,54.685,43.89,56.11,362.92,91.98,5.9,12.6,10.2,Coal phase-out accelerated to 2030
Germany,Europe,High,2024,84552234.0,,495.99,522.26,74.13,141.6,290.86,23.83,0.0,205.13,14.946,28.549,58.642,41.358,58.642,336.38,97.08,16.1,0.8,5.0,
Germany,Europe,High,2025,84075075.0,,500.47,520.27,89.62,136.03,295.74,19.56,0.0,204.73,17.907,27.18,59.092,40.908,59.092,329.65,101.54,20.9,-3.9,1.7,
India,Asia,Lower-middle,2000,1057922731.0,2804478499774.0,571.39,572.69,0.01,1.58,80.27,76.99,15.77,475.35,0.002,0.277,14.048,83.192,16.808,740.04,0.72,,,,
India,Asia,Lower-middle,2001,1077898579.0,2940745466088.0,586.09,587.38,0.01,2.09,76.19,72.02,18.89,491.01,0.002,0.357,13.0,83.777,16.223,747.39,0.94,0.0,32.3,-5.1,
India,Asia,Lower-middle,2002,1097600380.0,3024984520809.0,609.64,610.99,0.01,2.09,72.78,68.54,19.35,517.51,0.002,0.343,11.938,84.888,15.112,755.76,0.94,0.0,0.0,-4.5,
India,Asia,Lower-middle,2003,1116803000.0,3251114494190.0,638.13,639.82,0.02,2.6,74.63,69.3,18.14,545.36,0.003,0.407,11.695,85.462,14.538,758.01,1.18,100.0,24.4,2.5,
India,Asia,Lower-middle,2004,1135991509.0,3495022816540.0,698.32,700.02,0.02,5.23,109.2,100.64,21.26,567.86,0.003,0.749,15.638,81.318,18.682,723.79,2.36,0.0,101.2,46.3,
India,Asia,Lower-middle,2005,1154676321.0,3752627653422.0,704.52,706.07,0.02,5.99,107.47,97.42,17.73,579.32,0.003,0.85,15.254,82.229,17.771,734.03,2.7,0.0,14.5,-1.6,
India,Asia,Lower-middle,2006,1172878888.0,4069856052453.0,744.43,747.17,0.01,9.34,127.56,112.62,17.63,599.24,0.001,1.255,17.135,80.496,19.504,723.04,4.21,-50.0,55.9,18.7,
India,Asia,Lower-middle,2007,1190676028.0,4403215224414.0,796.26,801.2,0.06,11.68,141.75,122.61,17.83,636.68,0.008,1.467,17.802,79.959,20.041,717.87,5.28,500.0,25.1,11.1,
India,Asia,Lower-middle,2008,1207930960.0,4649548164533.0,828.41,834.25,0.06,14.38,138.91,115.17,15.23,674.27,0.007,1.736,16.768,81.393,18.607,733.08,6.5,0.0,23.1,-2.0,
India,Asia,Lower-middle,2009,1225524764.0,4993478894185.0,878.63,883.93,0.08,16.27,133.25,106.34,16.82,728.56,0.009,1.852,15.166,82.92,17.08,744.55,7.36,33.3,13.1,-4.1,
India,Asia,Lower-middle,2010,1243481565.0,5361371354007.0,936.39,941.94,0.11,19.46,141.53,108.74,23.08,771.78,0.012,2.078,15.114,82.421,17.579,739.43,8.81,37.5,19.6,6.2,
India,Asia,Lower-middle,2011,1261224956.0,5720692888000.0,1032.32,1037.44,0.83,23.95,171.94,131.7,32.22,828.16,0.08,2.32,16.656,80.223,19.777,722.11,11.15,654.5,23.1,21.5,
India,Asia,Lower-middle,2012,1278674501.0,6052427493607.0,1088.42,1093.06,2.1,27.43,161.83,115.78,33.14,893.45,0.193,2.52,14.868,82.087,17.913,742.86,13.29,153.0,14.5,-5.9,
India,Asia,Lower-middle,2013,1295829507.0,6424470752490.0,1141.23,1145.18,3.43,30.01,182.99,131.98,33.31,924.93,0.301,2.63,16.034,81.047,18.953,738.99,15.05,63.3,9.4,13.1,
India,Asia,Lower-middle,2014,1312277184.0,6875186158349.0,1258.68,1259.25,4.91,33.45,198.5,139.0,34.69,1025.49,0.39,2.658,15.77,81.473,18.527,743.22,17.26,43.1,11.5,8.5,
India,Asia,Lower-middle,2015,1328024494.0,7391521519812.0,1310.56,1310.65,7.09,32.74,191.67,133.48,38.31,1080.58,0.541,2.498,14.625,82.452,17.548,750.63,17.92,44.4,-2.1,-3.4,175 GW renewables target by 2022
India,Asia,Lower-middle,2016,1343944296.0,8057465593010.0,1394.93,1393.84,12.2,43.45,201.4,128.55,37.9,1155.63,0.875,3.115,14.438,82.845,17.155,751.87,25.04,72.1,32.7,5.1,
India,Asia,Lower-middle,2017,1359657398.0,8550029645172.0,1462.39,1460.8,22.36,52.63,225.96,135.98,37.41,1199.02,1.529,3.599,15.451,81.99,18.01,743.09,33.75,83.3,21.1,12.2,
India,Asia,Lower-middle,2018,1374659067.0,9173201683791.0,1571.65,1567.81,37.45,60.31,256.08,139.92,39.05,1276.52,2.383,3.837,16.294,81.222,18.778,737.72,43.99,67.5,14.6,13.3,
India,Asia,Lower-middle,2019,1389030307.0,9595463242427.0,1600.98,1597.84,37.45,63.31,282.04,162.29,45.16,1273.78,2.339,3.954,17.617,79.563,20.437,722.66,45.34,0.0,5.0,10.1,
India,Asia,Lower-middle,2020,1402617694.0,8945313249462.0,1563.43,1563.32,52.91,60.43,297.16,163.94,44.61,1221.66,3.384,3.865,19.007,78.14,21.86,709.06,51.0,41.3,-4.5,5.4,
India,Asia,Lower-middle,2021,1414203896.0,9801621018003.0,1678.72,1678.69,65.59,68.09,315.45,160.57,43.92,1319.35,3.907,4.056,18.791,78.593,21.407,715.34,60.16,24.0,12.7,6.2,500 GW non-fossil target by 2030
India,Asia,Lower-middle,2022,1425423209.0,10476248645535.0,1804.61,1802.88,95.92,70.05,364.35,175.09,46.19,1394.07,5.315,3.882,20.19,77.25,22.75,705.75,74.69,46.2,2.9,15.5,
India,Asia,Lower-middle,2023,1438069597.0,,1918.26,1916.2,115.42,82.11,369.97,149.43,48.2,1500.09,6.017,4.28,19.287,78.201,21.799,713.36,88.89,20.3,17.2,1.5,
India,Asia,Lower-middle,2024,1450935785.0,,2036.52,2034.22,143.07,81.54,403.39,156.53,54.7,1578.43,7.025,4.004,19.808,77.506,22.494,705.4,101.07,24.0,-0.7,9.0,
India,Asia,Lower-middle,2025,1463865527.0,,2081.6,2082.82,195.99,103.98,500.98,177.97,53.83,1526.79,9.415,4.995,24.067,73.347,26.653,670.13,134.99,37.0,27.5,24.2,
Indonesia,Asia,Upper-middle,2000,216077789.0,1138300071768.0,98.04,98.04,0.0,0.0,19.6,10.02,0.0,78.44,0.0,0.0,19.992,80.008,19.992,630.66,0.0,,,,
Indonesia,Asia,Upper-middle,2001,219097905.0,1185220908414.0,106.16,106.16,0.0,0.0,22.19,11.65,0.0,83.97,0.0,0.0,20.902,79.098,20.902,626.04,0.0,,,13.2,
Indonesia,Asia,Upper-middle,2002,222088499.0,1244249942443.0,113.04,113.04,0.0,0.0,21.0,9.93,0.0,92.04,0.0,0.0,18.577,81.423,18.577,643.49,0.0,,,-5.4,
Indonesia,Asia,Upper-middle,2003,225048005.0,1309811268640.0,117.39,117.39,0.0,0.0,19.82,9.1,0.0,97.57,0.0,0.0,16.884,83.116,16.884,656.53,0.0,,,-5.6,
Indonesia,Asia,Upper-middle,2004,227926649.0,1387446383159.0,124.78,124.78,0.0,0.0,20.97,9.67,0.0,103.81,0.0,0.0,16.806,83.194,16.806,653.71,0.0,,,5.8,
Indonesia,Asia,Upper-middle,2005,230871648.0,1474875329634.0,132.89,132.89,0.0,0.0,22.66,10.73,0.0,110.23,0.0,0.0,17.052,82.948,17.052,650.54,0.0,,,8.1,
Indonesia,Asia,Upper-middle,2006,233951650.0,1565012923832.0,138.0,138.0,0.0,0.0,21.18,9.62,0.0,116.82,0.0,0.0,15.348,84.652,15.348,668.12,0.0,,,-6.5,
Indonesia,Asia,Upper-middle,2007,237062338.0,1674227359084.0,148.4,148.4,0.0,0.0,24.29,11.29,0.0,124.11,0.0,0.0,16.368,83.632,16.368,663.14,0.0,,,14.7,
Indonesia,Asia,Upper-middle,2008,240157902.0,1809491142510.0,155.9,155.9,0.0,0.0,26.34,11.53,0.0,129.56,0.0,0.0,16.895,83.105,16.895,652.98,0.0,,,8.4,
Indonesia,Asia,Upper-middle,2009,243220024.0,1905717479305.0,162.87,162.87,0.0,0.0,26.79,11.38,0.0,136.08,0.0,0.0,16.449,83.551,16.449,660.65,0.0,,,1.7,
Indonesia,Asia,Upper-middle,2010,246305327.0,2039334560589.0,177.56,177.56,0.0,0.0,34.63,17.46,0.0,142.93,0.0,0.0,19.503,80.497,19.503,636.91,0.0,,,29.3,
Indonesia,Asia,Upper-middle,2011,249470029.0,2178184530109.0,191.88,191.88,0.0,0.0,30.46,12.42,0.0,161.42,0.0,0.0,15.875,84.125,15.875,667.24,0.0,,,-12.0,
Indonesia,Asia,Upper-middle,2012,252698525.0,2309530044109.0,208.96,208.96,0.0,0.0,31.11,12.8,0.0,177.85,0.0,0.0,14.888,85.112,14.888,687.12,0.0,,,2.1,
Indonesia,Asia,Upper-middle,2013,255852464.0,2437876929100.0,225.18,225.18,0.01,0.0,35.5,16.92,0.0,189.68,0.004,0.0,15.765,84.235,15.765,682.17,0.0,inf,,14.1,
Indonesia,Asia,Upper-middle,2014,258877395.0,2559933272409.0,237.54,237.55,0.01,0.0,34.41,15.16,0.0,203.13,0.004,0.0,14.486,85.514,14.486,691.59,0.0,0.0,,-3.1,
Indonesia,Asia,Upper-middle,2015,261799249.0,2684763880628.0,243.28,243.29,0.01,0.0,33.56,13.74,0.0,209.72,0.004,0.0,13.795,86.205,13.795,696.32,0.0,0.0,,-2.5,
Indonesia,Asia,Upper-middle,2016,264627429.0,2819889903036.0,257.55,258.24,0.02,0.01,39.58,18.68,0.0,217.97,0.008,0.004,15.368,84.632,15.368,689.03,0.01,100.0,inf,17.9,
Indonesia,Asia,Upper-middle,2017,267346654.0,2962852274581.0,265.83,266.95,0.03,0.0,43.19,18.63,0.0,222.64,0.011,0.0,16.247,83.753,16.247,688.49,0.01,50.0,-100.0,9.1,
Indonesia,Asia,Upper-middle,2018,269951847.0,3116158974437.0,283.79,285.29,0.09,0.19,48.38,21.64,0.0,235.41,0.032,0.067,17.048,82.952,17.048,684.06,0.13,200.0,inf,12.0,
